time,close,high,low,open,volumefrom,volumeto
2018-03-11 03:00:00,8637.92,8742.24,8531.8,8741.22,5393.86,46649617.27
2018-03-11 04:00:00,8695.83,8729.8,8598.81,8637.92,2975.21,25885053.68
2018-03-11 04:00:00,8695.83,8729.8,8598.81,8637.92,2975.21,25885053.68
2018-03-11 05:00:00,8846.22,8847.93,8646.05,8697.79,4055.55,35634407.49
2018-03-11 06:00:00,8823.02,8853.66,8792.86,8844.53,3513.49,31109745.96
2018-03-11 07:00:00,8730.69,8826.91,8684.47,8823.02,3055.78,26894518.65
2018-03-11 08:00:00,8813.12,8819.21,8729.93,8730.31,3043.33,26837573.21
2018-03-11 09:00:00,8655.5,8815.43,8620.47,8810.96,3545.09,30959185.93
2018-03-11 10:00:00,8730.94,8734.3,8586.09,8654.52,4735.85,41150077.75
2018-03-11 11:00:00,9060.39,9098.91,8671.63,8730.94,7637.46,68158357.98
2018-03-11 12:00:00,9194.01,9284.02,9048.87,9069.56,11655.18,107352532.45
2018-03-11 13:00:00,9229.34,9360.3,9186.92,9193.94,7204.96,67113679.25
2018-03-11 14:00:00,9213.06,9330.45,9163.44,9229.59,5136.57,47647493.36
2018-03-11 15:00:00,9095.36,9278.9,9078.4,9213.08,5396.83,49566154.81
2018-03-11 16:00:00,9211.75,9290.97,9095.36,9095.36,5100.28,47172227.8
2018-03-11 17:00:00,9642.58,9684.03,9207.31,9211.79,15345.16,146128425.79
2018-03-11 18:00:00,9619.32,9726.67,9564.74,9642.82,8614.82,83223029.85
2018-03-11 19:00:00,9649.62,9707.2,9574.55,9619.32,5749.72,55572991.13
2018-03-11 20:00:00,9622.65,9657.36,9464.74,9649.62,8489.68,81284065.73
2018-03-11 21:00:00,9530.17,9651.86,9529.79,9622.65,4043.94,38967819.35
2018-03-11 22:00:00,9523.52,9735.64,9523.33,9530.17,8404.72,81244621.94
2018-03-11 23:00:00,9544.84,9580.59,9450.39,9528.02,5467.13,52124426.36
2018-03-12 00:00:00,9611.28,9660.79,9543.98,9543.98,4044.38,39038487.68
2018-03-12 01:00:00,9545.91,9709.4,9495.44,9611.32,4468.26,43062141.84
2018-03-12 02:00:00,9588.7,9624.25,9505.53,9545.91,2796.5,26862935.66
2018-03-12 03:00:00,9445.99,9630.92,9388.66,9588.7,5915.65,56122391.88
2018-03-12 04:00:00,9557.78,9585.61,9404.76,9445.19,3860.41,36751764.74
2018-03-12 04:00:00,9557.78,9585.61,9404.76,9445.19,3860.41,36751764.74
2018-03-12 05:00:00,9582.34,9627.76,9503.46,9556.79,2903.04,27941014.82
2018-03-12 06:00:00,9609.7,9699.47,9551.32,9582.34,3431.62,33203291.21
2018-03-12 07:00:00,9612.22,9643.07,9545.29,9609.65,2690.97,25972815.64
2018-03-12 08:00:00,9548.87,9637.61,9516.49,9611.2,2966.33,28501372.95
2018-03-12 09:00:00,9825.04,9878.41,9529.55,9550.21,9165.83,89779977.21
2018-03-12 10:00:00,9846.33,9907.41,9789.53,9825.04,6074.09,60039451.14
2018-03-12 11:00:00,9851.64,9863.15,9778.83,9846.63,3008.01,29656168.52
2018-03-12 12:00:00,9801.74,9851.64,9774.37,9851.64,2431.49,23928015.22
2018-03-12 13:00:00,9793.56,9813.8,9721.61,9801.93,4485.57,43975834.24
2018-03-12 14:00:00,9255.09,9793.84,9229.62,9793.5,16403.14,155670823.16
2018-03-12 15:00:00,9204.57,9357.52,9164.83,9255.09,10069.78,93661839.68
2018-03-12 16:00:00,9203.08,9266.09,9036.31,9199.69,12355.79,113347075.75
2018-03-12 17:00:00,9191.58,9301.32,9075.13,9203.08,8881.03,81870768.24
2018-03-12 18:00:00,9215.74,9256.64,9162.37,9192.52,4675.18,43181762.17
2018-03-12 19:00:00,8940.92,9225.04,8882.91,9215.88,13475.03,121472886.89
2018-03-12 20:00:00,9027.08,9065.17,8796.52,8940.94,11908.41,106504465.53
2018-03-12 21:00:00,9125.6,9144.6,8963.0,9027.08,5034.12,45696236.45
2018-03-12 22:00:00,9073.48,9187.87,9038.48,9125.44,6449.58,58995187.92
2018-03-12 23:00:00,9142.15,9237.03,9073.42,9073.47,5465.57,50167491.86
2018-03-13 00:00:00,9254.52,9275.22,9067.78,9142.27,5981.07,54979296.18
2018-03-13 01:00:00,9107.94,9255.96,9107.94,9255.96,4524.15,41642633.57
2018-03-13 02:00:00,9139.88,9194.9,9096.45,9111.06,3151.26,28901389.36
2018-03-13 03:00:00,9061.51,9146.03,8979.74,9136.67,5408.86,49019088.94
2018-03-13 04:00:00,9393.9,9462.31,9039.43,9061.51,9797.89,91503969.89
2018-03-13 04:00:00,9393.9,9462.31,9039.43,9061.51,9797.89,91503969.89
2018-03-13 05:00:00,9397.49,9425.17,9336.91,9394.25,3427.76,32247351.14
2018-03-13 06:00:00,9365.94,9486.12,9353.65,9397.51,5028.72,47499083.36
2018-03-13 07:00:00,9217.73,9406.7,9114.66,9363.08,7440.18,68788143.52
2018-03-13 08:00:00,9180.9,9228.89,9073.07,9218.84,4800.68,44082887.95
2018-03-13 09:00:00,9280.0,9371.6,9173.73,9180.9,4047.27,37722807.13
2018-03-13 10:00:00,8903.31,9322.81,8902.32,9280.7,7762.76,70692920.03
2018-03-13 11:00:00,9070.46,9103.36,8903.14,8910.37,6387.52,57713438.51
2018-03-13 12:00:00,8961.77,9070.61,8856.65,9069.92,7954.74,71599912.92
2018-03-13 13:00:00,9137.55,9259.04,8955.1,8962.03,10290.97,94283912.84
2018-03-13 14:00:00,9100.86,9201.74,9047.41,9137.55,5644.89,51625716.79
2018-03-13 15:00:00,9094.9,9132.68,8973.54,9100.86,5048.54,45853025.98
2018-03-13 16:00:00,9243.51,9317.64,8980.48,9095.03,9917.67,91310992.78
2018-03-13 17:00:00,9117.06,9274.19,9117.06,9243.51,5430.4,50131080.71
2018-03-13 18:00:00,9159.37,9181.64,9071.36,9116.61,2917.19,26686585.79
2018-03-13 19:00:00,9073.37,9208.71,9018.49,9159.37,5108.17,46516167.24
2018-03-13 20:00:00,9074.4,9214.5,9023.43,9073.37,4428.21,40477781.5
2018-03-13 21:00:00,9122.23,9144.29,9060.11,9072.76,1720.33,15754864.41
2018-03-13 22:00:00,9172.65,9262.23,9121.38,9123.04,5078.01,46774680.67
2018-03-13 23:00:00,9160.12,9208.64,9142.79,9172.67,2471.24,22748553.1
2018-03-14 00:00:00,9340.13,9360.66,9159.67,9160.12,5069.95,47077804.22
2018-03-14 01:00:00,9311.81,9352.46,9292.09,9352.46,1510.21,14136962.44
2018-03-14 02:00:00,9260.69,9338.84,9253.32,9311.81,1549.87,14481649.93
2018-03-14 03:00:00,9287.9,9338.1,9260.69,9260.69,1671.1,15601834.89
2018-03-14 04:00:00,9132.97,9288.72,9123.24,9287.9,2959.5,27198561.97
2018-03-14 04:00:00,9132.97,9288.72,9123.24,9287.9,2959.5,27198561.97
2018-03-14 05:00:00,9218.92,9222.85,9131.17,9131.17,1735.42,15993619.99
2018-03-14 06:00:00,9208.34,9220.46,9151.38,9218.83,1885.91,17401833.13
2018-03-14 07:00:00,9121.53,9213.25,9095.72,9208.88,1649.83,15260287.41
2018-03-14 08:00:00,9155.94,9158.53,9118.55,9121.33,1347.31,12400455.62
2018-03-14 09:00:00,8943.95,9160.49,8921.72,9156.25,5662.87,51142346.36
2018-03-14 10:00:00,8765.55,8972.67,8721.43,8943.34,9954.66,87700047.79
2018-03-14 11:00:00,8716.65,8783.08,8653.7,8765.58,7881.12,68849854.17
2018-03-14 12:00:00,8709.4,8771.01,8625.72,8716.66,8651.28,75413364.31
2018-03-14 13:00:00,8692.87,8724.5,8611.29,8709.4,6082.68,52828620.56
2018-03-14 14:00:00,8765.37,8804.0,8687.42,8692.86,6325.27,55423262.49
2018-03-14 15:00:00,8750.87,8768.52,8688.17,8764.61,4923.22,43096798.5
2018-03-14 16:00:00,8449.49,8758.33,8398.11,8751.76,15061.86,128487791.47
2018-03-14 17:00:00,8352.36,8459.08,8275.48,8449.49,17430.81,145764178.59
2018-03-14 18:00:00,8278.21,8357.78,8229.26,8352.36,11382.48,94483252.69
2018-03-14 19:00:00,8314.56,8382.86,8277.26,8277.26,5831.89,48855184.67
2018-03-14 20:00:00,8324.62,8369.0,8230.88,8314.56,6916.48,57462468.62
2018-03-14 21:00:00,8066.1,8327.64,7966.94,8324.62,18245.69,147715553.78
2018-03-14 22:00:00,8196.88,8313.95,8063.14,8063.18,12126.11,99841945.95
2018-03-14 23:00:00,8217.7,8306.1,8178.22,8196.88,5920.29,48962234.14
2018-03-15 00:00:00,8109.54,8280.23,8072.63,8216.22,8267.33,67732046.27
2018-03-15 01:00:00,8149.31,8207.58,8096.81,8109.54,5246.87,42914142.03
2018-03-15 02:00:00,7819.83,8151.17,7777.63,8149.91,17611.84,139605269.5
2018-03-15 03:00:00,7914.26,8000.63,7816.34,7819.83,9385.51,74588736.86
2018-03-15 04:00:00,7932.48,7974.14,7860.45,7914.22,6963.26,55282531.11
2018-03-15 04:00:00,7932.48,7974.14,7860.45,7914.22,6963.26,55282531.11
2018-03-15 05:00:00,7809.16,7939.3,7766.63,7932.46,8705.52,68369860.03
2018-03-15 06:00:00,7863.91,7874.38,7698.47,7809.16,11689.62,91224686.49
2018-03-15 07:00:00,7905.45,7960.74,7863.5,7863.91,6738.1,53584297.83
2018-03-15 08:00:00,8208.43,8267.23,7835.28,7905.45,11718.13,94705809.43
2018-03-15 09:00:00,8205.84,8303.64,8160.02,8208.43,8454.59,69717616.86
2018-03-15 10:00:00,8125.75,8283.45,8079.65,8206.28,6620.23,54324864.14
2018-03-15 11:00:00,8260.5,8297.63,8125.75,8125.75,5879.64,48464946.23
2018-03-15 12:00:00,8183.97,8268.96,8152.49,8262.14,3215.08,26473534.68
2018-03-15 13:00:00,8406.44,8432.12,8184.21,8184.31,8268.45,68926271.14
2018-03-15 14:00:00,8306.74,8411.7,8298.91,8406.94,6950.51,58354915.39
2018-03-15 15:00:00,8114.61,8307.99,7971.1,8306.25,16461.25,133291725.6
2018-03-15 16:00:00,8094.94,8141.67,7992.08,8114.48,7617.16,61673824.4
2018-03-15 17:00:00,8169.28,8249.47,8087.54,8095.56,6721.97,55149638.04
2018-03-15 18:00:00,8157.1,8231.64,8096.62,8169.57,5126.89,41904157.85
2018-03-15 19:00:00,8231.02,8331.53,8152.53,8157.11,7321.3,60586849.27
2018-03-15 20:00:00,8262.58,8303.39,8217.92,8231.02,4594.81,38093530.45
2018-03-15 21:00:00,8318.47,8337.37,8172.63,8262.58,5169.47,42799278.31
2018-03-15 22:00:00,8337.57,8393.7,8276.13,8318.59,5040.1,42135514.75
2018-03-15 23:00:00,8268.41,8339.26,8239.37,8337.57,3598.07,29946417.9
2018-03-16 00:00:00,8075.82,8343.32,8055.12,8267.95,7363.34,60505479.46
2018-03-16 01:00:00,8018.99,8103.5,7924.11,8076.22,8487.92,68285499.13
2018-03-16 02:00:00,8112.29,8128.12,7986.8,8019.04,6941.22,56075438.01
2018-03-16 03:00:00,8050.32,8152.67,8024.2,8112.29,5096.81,41370489.33
2018-03-16 04:00:00,8206.9,8265.38,8038.42,8050.32,4813.37,39488309.26
2018-03-16 04:00:00,8206.9,8265.38,8038.42,8050.32,4813.37,39488309.26
2018-03-16 05:00:00,8204.51,8256.29,8187.69,8206.9,5307.49,44065702.12
2018-03-16 06:00:00,8211.69,8295.97,8183.65,8205.18,3646.4,30164949.51
2018-03-16 07:00:00,8261.37,8311.44,8210.77,8211.72,3980.26,33023062.48
2018-03-16 08:00:00,8222.67,8300.99,8199.36,8261.65,3664.05,30315340.45
2018-03-16 09:00:00,8209.67,8223.02,8103.29,8222.76,5996.09,49096411.44
2018-03-16 10:00:00,8117.87,8213.82,8092.35,8203.24,3848.26,31446986.73
2018-03-16 11:00:00,8211.15,8219.73,8108.07,8117.87,3311.14,27206779.95
2018-03-16 12:00:00,8202.28,8246.98,8177.01,8211.15,4098.59,33917120.34
2018-03-16 13:00:00,8475.32,8537.45,8173.48,8202.28,14123.91,119407034.63
2018-03-16 14:00:00,8460.23,8563.48,8450.15,8475.16,7437.23,63403350.88
2018-03-16 15:00:00,8563.59,8616.63,8460.27,8460.27,7574.89,64950519.73
2018-03-16 16:00:00,8551.88,8578.21,8503.96,8563.49,4591.71,39440360.09
2018-03-16 17:00:00,8472.01,8587.96,8472.01,8551.88,4305.85,36890175.4
2018-03-16 18:00:00,8527.51,8557.27,8468.13,8470.39,3612.16,30854327.72
2018-03-16 19:00:00,8557.03,8605.61,8500.2,8527.61,5076.58,43504549.52
2018-03-16 20:00:00,8541.27,8580.01,8512.72,8557.03,2979.11,25564808.83
2018-03-16 21:00:00,8519.14,8549.7,8474.34,8541.27,3129.5,26793017.47
2018-03-16 22:00:00,8502.76,8548.57,8492.62,8518.23,2950.41,25233595.36
2018-03-16 23:00:00,8283.23,8527.1,8278.74,8502.82,7351.84,61786828.7
2018-03-17 00:00:00,8305.52,8325.23,8255.59,8283.23,4948.71,41218880.84
2018-03-17 01:00:00,8160.39,8321.19,8111.77,8305.59,8574.72,70345327.82
2018-03-17 02:00:00,8244.7,8256.78,8120.82,8160.39,3901.15,31981886.99
2018-03-17 03:00:00,8219.68,8251.61,8194.26,8244.7,1804.29,14959085.85
2018-03-17 04:00:00,8229.43,8236.2,8118.81,8219.76,4043.26,33210970.11
2018-03-17 04:00:00,8229.43,8236.2,8118.81,8219.76,4043.26,33210970.11
2018-03-17 05:00:00,8178.76,8229.7,8173.78,8229.43,2138.87,17589614.52
2018-03-17 06:00:00,8210.45,8231.33,8142.25,8178.76,2995.46,24596020.01
2018-03-17 07:00:00,8209.39,8256.25,8204.66,8210.45,1559.87,12913198.11
2018-03-17 08:00:00,8319.28,8360.64,8178.92,8209.49,4165.25,34511111.63
2018-03-17 09:00:00,8297.89,8339.48,8271.63,8319.28,2687.3,22403133.58
2018-03-17 10:00:00,8257.32,8299.05,8248.37,8297.89,1556.64,12931972.39
2018-03-17 11:00:00,8217.61,8319.99,8217.61,8257.32,2836.45,23649407.61
2018-03-17 12:00:00,8060.16,8216.91,8019.85,8215.22,7942.75,64434082.04
2018-03-17 13:00:00,8022.6,8094.46,7963.69,8061.32,5923.58,47668417.52
2018-03-17 14:00:00,7999.35,8073.65,7983.19,8023.47,4625.33,37235145.25
2018-03-17 15:00:00,7921.09,8016.45,7882.43,7999.35,8445.29,67003505.48
2018-03-17 16:00:00,7924.82,7968.65,7899.45,7920.35,4044.22,32270113.03
2018-03-17 17:00:00,7951.02,8007.71,7916.3,7924.07,4298.95,34299496.04
2018-03-17 18:00:00,7848.8,7990.39,7818.56,7951.02,5498.7,43574135.83
2018-03-17 19:00:00,7845.7,7852.51,7765.41,7848.8,6255.84,48989864.63
2018-03-17 20:00:00,7856.98,7862.46,7790.85,7843.0,5795.15,45456319.01
2018-03-17 21:00:00,7974.73,8071.0,7851.69,7856.98,8211.3,65760898.19
2018-03-17 22:00:00,8025.39,8064.7,7962.53,7974.73,4612.58,37068910.56
2018-03-17 23:00:00,7883.45,8028.27,7853.99,8025.42,4775.65,37867925.93
2018-03-18 00:00:00,7722.99,7900.43,7718.52,7882.67,6715.21,52489939.28
2018-03-18 01:00:00,7744.98,7810.45,7722.36,7722.72,4308.94,33707959.81
2018-03-18 02:00:00,7657.59,7745.37,7580.35,7744.84,11733.13,89721304.55
2018-03-18 03:00:00,7692.07,7749.1,7628.8,7657.59,6922.95,53367335.34
2018-03-18 04:00:00,7601.08,7758.45,7566.33,7690.92,6151.45,47204781.93
2018-03-18 04:00:00,7601.08,7758.45,7566.33,7690.92,6151.45,47204781.93
2018-03-18 05:00:00,7690.48,7715.75,7597.14,7601.08,3964.22,30394249.95
2018-03-18 06:00:00,7778.65,7789.93,7685.78,7691.43,4605.44,35759789.33
2018-03-18 07:00:00,7697.46,7778.06,7685.46,7777.41,2906.42,22593796.02
2018-03-18 08:00:00,7780.48,7825.46,7689.95,7697.46,3901.17,30450330.74
2018-03-18 09:00:00,7719.04,7794.97,7693.15,7781.94,3166.68,24615353.08
2018-03-18 10:00:00,7616.45,7755.73,7575.01,7719.04,6774.75,51806112.4
2018-03-18 11:00:00,7799.02,7838.27,7585.15,7616.88,6970.62,53869214.39
2018-03-18 12:00:00,7730.86,7840.64,7714.31,7799.02,5288.59,41246759.97
2018-03-18 13:00:00,7626.12,7750.34,7563.85,7730.86,7939.25,60734431.84
2018-03-18 14:00:00,7503.68,7637.98,7318.46,7626.12,22883.04,170582891.6
2018-03-18 15:00:00,7406.92,7512.92,7392.44,7503.68,9362.07,69858284.92
2018-03-18 16:00:00,7398.89,7468.2,7354.8,7406.34,10345.26,76857230.13
2018-03-18 17:00:00,7507.35,7532.42,7355.56,7398.89,7140.23,53473939.71
2018-03-18 18:00:00,7461.83,7594.04,7449.05,7507.25,6936.73,52422890.84
2018-03-18 19:00:00,7485.0,7534.2,7409.6,7462.38,6146.96,46034248.29
2018-03-18 20:00:00,7665.25,7683.87,7480.78,7485.02,8646.44,65711408.28
2018-03-18 21:00:00,8243.97,8299.86,7660.59,7665.15,24773.98,198503832.21
2018-03-18 22:00:00,8166.29,8253.71,8068.59,8243.96,12829.54,104993499.16
2018-03-18 23:00:00,8215.4,8264.59,8158.09,8166.96,8383.28,69119861.16
2018-03-19 00:00:00,8310.7,8455.12,8214.6,8215.5,16041.33,134742099.09
2018-03-19 01:00:00,8258.51,8331.65,8136.91,8309.99,10954.5,90071618.72
2018-03-19 02:00:00,8202.82,8301.71,8180.29,8258.77,5076.36,41982557.69
2018-03-19 03:00:00,8200.71,8250.02,8143.8,8202.82,4870.29,40046081.57
2018-03-19 04:00:00,8200.71,8256.41,8181.03,8198.65,3104.42,25623570.59
2018-03-19 04:00:00,8200.71,8256.41,8181.03,8198.65,3104.42,25623570.59
2018-03-19 05:00:00,8338.3,8359.91,8191.69,8200.14,5433.18,45321943.42
2018-03-19 06:00:00,8297.23,8376.69,8274.78,8337.7,4031.78,33700602.58
2018-03-19 07:00:00,8311.84,8333.21,8278.63,8297.23,3094.14,25870857.1
2018-03-19 08:00:00,8332.78,8415.54,8301.69,8311.84,4828.66,40633184.84
2018-03-19 09:00:00,8223.63,8343.29,8184.31,8332.78,6411.88,53086789.35
2018-03-19 10:00:00,8238.93,8257.19,8129.66,8223.63,5577.53,45833837.52
2018-03-19 11:00:00,8353.4,8374.96,8233.8,8238.19,4844.86,40442354.18
2018-03-19 12:00:00,8292.15,8353.65,8252.9,8353.4,3941.69,32853423.3
2018-03-19 13:00:00,8557.72,8618.36,8244.91,8292.14,13837.53,117511173.97
2018-03-19 14:00:00,8585.7,8725.6,8545.94,8556.88,15814.75,136814935.02
2018-03-19 15:00:00,8576.14,8613.65,8536.76,8585.7,5874.28,50587818.91
2018-03-19 16:00:00,8388.04,8639.83,8386.15,8576.14,7455.16,64027691.25
2018-03-19 17:00:00,8324.69,8404.81,8257.14,8388.5,12425.18,103922740.48
2018-03-19 18:00:00,8329.04,8419.92,8303.5,8324.72,5980.25,50266982.8
2018-03-19 19:00:00,8401.25,8459.66,8322.45,8329.66,5644.0,47519880.52
2018-03-19 20:00:00,8435.91,8517.97,8398.78,8401.93,10607.7,90455955.27
2018-03-19 21:00:00,8401.95,8481.66,8400.12,8435.91,3791.5,32292800.19
2018-03-19 22:00:00,8526.81,8581.1,8393.02,8402.26,5832.47,49676604.99
2018-03-19 23:00:00,8623.14,8643.73,8479.84,8526.81,6356.09,54527219.71
2018-03-20 00:00:00,8530.66,8624.13,8475.07,8623.14,6112.61,52214190.98
2018-03-20 01:00:00,8478.9,8560.82,8448.24,8530.66,4341.41,37015833.86
2018-03-20 02:00:00,8601.57,8639.93,8464.12,8478.9,6080.79,52109402.92
2018-03-20 03:00:00,8617.27,8688.49,8562.35,8601.57,6164.93,53254730.92
2018-03-20 04:00:00,8479.26,8617.83,8443.86,8617.18,5968.49,51098612.72
2018-03-20 04:00:00,8479.26,8617.83,8443.86,8617.18,5968.49,51098612.72
2018-03-20 05:00:00,8499.64,8514.66,8406.88,8479.93,3320.63,28196992.65
2018-03-20 06:00:00,8510.24,8555.16,8459.93,8499.71,2791.07,23947469.71
2018-03-20 07:00:00,8409.22,8528.79,8377.88,8510.24,3498.97,29734559.9
2018-03-20 08:00:00,8387.13,8441.82,8339.8,8409.22,3849.22,32425152.97
2018-03-20 09:00:00,8469.69,8500.39,8341.4,8387.13,3808.39,32221669.88
2018-03-20 10:00:00,8496.78,8519.42,8457.26,8469.69,2688.01,22916280.35
2018-03-20 11:00:00,8546.0,8581.68,8471.43,8496.78,3806.94,32649874.72
2018-03-20 12:00:00,8572.34,8623.1,8497.46,8546.06,4392.14,37757409.32
2018-03-20 13:00:00,8498.41,8582.53,8481.2,8571.59,4161.21,35648713.4
2018-03-20 14:00:00,8539.36,8555.45,8473.53,8498.41,3228.2,27634549.32
2018-03-20 15:00:00,8548.87,8621.66,8533.17,8539.35,5844.56,50175909.56
2018-03-20 16:00:00,8847.5,8863.23,8549.29,8549.29,16271.73,142971066.39
2018-03-20 17:00:00,8881.7,8905.67,8800.46,8846.97,8539.75,75698437.89
2018-03-20 18:00:00,8840.8,8899.28,8819.82,8881.7,5302.83,47199544.78
2018-03-20 19:00:00,8969.02,8979.16,8835.17,8840.8,6622.94,59262925.82
2018-03-20 20:00:00,8934.56,9056.23,8875.7,8969.02,11715.65,105492827.52
2018-03-20 21:00:00,9010.52,9015.57,8895.52,8933.49,5300.45,47676942.65
2018-03-20 22:00:00,8965.4,9012.81,8929.97,9010.52,3685.53,33206501.61
2018-03-20 23:00:00,8920.71,8967.07,8858.62,8965.44,4463.23,39952839.58
2018-03-21 00:00:00,8963.41,8970.17,8885.21,8920.53,3613.47,32334995.34
2018-03-21 01:00:00,8988.92,8995.89,8951.09,8963.56,3209.21,28910038.41
2018-03-21 02:00:00,8968.66,9009.82,8955.33,8988.92,3800.54,34316259.78
2018-03-21 03:00:00,9048.38,9074.76,8956.01,8968.79,4040.61,36496744.69
2018-03-21 04:00:00,9087.09,9148.33,9036.78,9048.38,7005.34,63899399.22
2018-03-21 04:00:00,9087.09,9148.33,9036.78,9048.38,7005.34,63899399.22
2018-03-21 05:00:00,9063.05,9132.9,9059.36,9086.94,3129.03,28572963.03
2018-03-21 06:00:00,9090.23,9102.8,9022.51,9063.17,3251.87,29576019.54
2018-03-21 07:00:00,8944.8,9113.19,8933.58,9090.09,6655.8,60174757.84
2018-03-21 08:00:00,8985.59,9009.66,8908.35,8944.8,3757.25,33809688.19
2018-03-21 09:00:00,9088.43,9102.2,8979.84,8985.6,2674.17,24318300.85
2018-03-21 10:00:00,9092.12,9117.84,9082.21,9088.43,1086.1,9996323.13
2018-03-21 11:00:00,9109.44,9154.73,9091.64,9093.72,1925.86,17780141.36
2018-03-21 12:00:00,9040.91,9120.86,8993.11,9109.67,3216.54,29195144.63
2018-03-21 13:00:00,9041.19,9091.69,9009.3,9041.48,2924.31,26604062.36
2018-03-21 14:00:00,9071.69,9126.48,9030.66,9040.97,3894.64,35451705.24
2018-03-21 15:00:00,9059.31,9184.51,9059.19,9072.6,7519.75,68895467.17
2018-03-21 16:00:00,8887.52,9075.15,8844.33,9058.87,16870.72,150897350.05
2018-03-21 17:00:00,8873.36,8923.03,8778.69,8887.52,9854.71,87395382.18
2018-03-21 18:00:00,8894.4,8941.97,8816.81,8873.36,4802.97,42977311.14
2018-03-21 19:00:00,8896.04,8975.76,8890.74,8894.4,3167.0,28387106.94
2018-03-21 20:00:00,8903.37,8932.46,8863.81,8896.04,3486.39,31108225.29
2018-03-21 21:00:00,8937.77,8971.68,8896.52,8903.37,2393.76,21550754.69
2018-03-21 22:00:00,8847.86,8947.25,8843.6,8937.77,3671.92,32789501.95
2018-03-21 23:00:00,8911.35,8938.93,8818.95,8847.86,4033.27,35938753.95
2018-03-22 00:00:00,9044.71,9074.71,8895.61,8911.37,4867.79,43763510.32
2018-03-22 01:00:00,9076.14,9095.3,9022.35,9044.71,4827.37,43825662.36
2018-03-22 02:00:00,9060.64,9090.46,9055.54,9076.23,2600.85,23665102.59
2018-03-22 03:00:00,9039.13,9107.0,9006.37,9061.06,3946.6,35796631.48
2018-03-22 04:00:00,9040.23,9044.45,8997.11,9038.96,1738.86,15767402.87
2018-03-22 04:00:00,9040.23,9044.45,8997.11,9038.96,1738.86,15767402.87
2018-03-22 05:00:00,9020.24,9059.67,9003.31,9040.01,1727.51,15665949.58
2018-03-22 06:00:00,9022.22,9053.69,9016.22,9020.24,1500.49,13625204.18
2018-03-22 07:00:00,8978.59,9033.1,8934.67,9022.22,3689.1,33237189.92
2018-03-22 08:00:00,9009.19,9011.5,8977.82,8978.82,1871.86,16894218.9
2018-03-22 09:00:00,8801.43,9032.87,8752.32,9009.2,8981.25,79656506.53
2018-03-22 10:00:00,8734.31,8800.63,8658.42,8800.0,12064.7,105381859.74
2018-03-22 11:00:00,8666.96,8751.6,8646.57,8734.31,6423.43,56089607.94
2018-03-22 12:00:00,8725.8,8767.93,8659.4,8666.96,4424.61,38799889.44
2018-03-22 13:00:00,8614.04,8728.38,8583.54,8725.94,5988.64,51995682.03
2018-03-22 14:00:00,8505.92,8653.43,8505.72,8614.54,9423.89,81176239.45
2018-03-22 15:00:00,8618.73,8625.19,8500.88,8506.18,9257.13,79552766.82
2018-03-22 16:00:00,8628.81,8669.53,8589.22,8618.78,4866.95,42220613.9
2018-03-22 17:00:00,8689.39,8699.1,8580.86,8628.85,4194.61,36397473.24
2018-03-22 18:00:00,8672.49,8699.33,8639.25,8689.32,3399.28,29556142.84
2018-03-22 19:00:00,8623.95,8692.67,8582.93,8672.45,4555.37,39516664.36
2018-03-22 20:00:00,8615.98,8627.86,8584.6,8623.95,3791.2,32734507.92
